isi,prime,target,condition,meanRT
1050,chaos,confusion,strong,680.7
50,mass,confusion,weak,651.6
1050,mass,confusion,weak,765.9
50,fluffy,confusion,unrel_strong,658.8
1050,fluffy,confusion,unrel_strong,834.6
50,remind,confusion,unrel_weak,622.6
1050,remind,confusion,unrel_weak,660.5
50,senate,congress,strong,634.5
1050,senate,congress,strong,650.1
50,committee,congress,weak,724.4
1050,committee,congress,weak,660.2
50,push,congress,unrel_strong,804.6
1050,push,congress,unrel_strong,655.7
50,fragrance,congress,unrel_weak,679.9
1050,fragrance,congress,unrel_weak,728.4
50,liberal,conservative,strong,636.2
1050,liberal,conservative,strong,888.1
50,republican,conservative,weak,688.3
1050,republican,conservative,weak,780.1
50,righteousness,conservative,unrel_strong,978.9
1050,righteousness,conservative,unrel_strong,995.7
50,trace,conservative,unrel_weak,714.7
1050,trace,conservative,unrel_weak,912.0
50,builder,construction,strong,754.2
1050,builder,construction,strong,726.7
50,crane,construction,weak,695.2
1050,crane,construction,weak,718.7
50,determine,construction,unrel_strong,788.6
1050,determine,construction,unrel_strong,839.8
50,thirsty,construction,unrel_weak,765.1
1050,thirsty,construction,unrel_weak,721.0
50,africa,continent,strong,763.9
1050,africa,continent,strong,797.2
50,nation,continent,weak,826.3
1050,nation,continent,weak,947.6
50,server,continent,unrel_strong,870.8
1050,server,continent,unrel_strong,875.4
50,predator,continent,unrel_weak,759.8
1050,predator,continent,unrel_weak,966.1
50,dominate,control,strong,612.2
1050,dominate,control,strong,710.9
50,pest,control,weak,626.3
1050,pest,control,weak,727.1
50,float,control,unrel_strong,617.6
1050,float,control,unrel_strong,746.2
50,mexico,control,unrel_weak,623.8
1050,mexico,control,unrel_weak,632.8
50,kitchen,cook,strong,668.0
1050,kitchen,cook,strong,646.1
50,gourmet,cook,weak,565.9
1050,gourmet,cook,weak,713.4
50,folly,cook,unrel_strong,591.7
1050,folly,cook,unrel_strong,575.7
50,numbers,cook,unrel_weak,586.8
1050,numbers,cook,unrel_weak,677.5
50,refreshing,cool,strong,568.2
1050,refreshing,cool,strong,605.1
50,awesome,cool,weak,604.8
1050,awesome,cool,weak,647.9
50,feed,cool,unrel_strong,752.8
1050,feed,cool,unrel_strong,628.5
50,precipice,cool,unrel_weak,635.7
1050,precipice,cool,unrel_weak,615.0
50,policeman,cop,strong,559.2
1050,policeman,cop,strong,673.3
50,badge,cop,weak,623.6
1050,badge,cop,weak,630.4
50,components,cop,unrel_strong,730.3
1050,components,cop,unrel_strong,686.5
50,warning,cop,unrel_weak,586.1
1050,warning,cop,unrel_weak,773.4
50,imitate,copy,strong,712.4
1050,imitate,copy,strong,580.0
50,printer,copy,weak,656.7
1050,printer,copy,weak,632.1
50,regular,copy,unrel_strong,668.6
1050,regular,copy,unrel_strong,711.0
50,raccoon,copy,unrel_weak,645.0
1050,raccoon,copy,unrel_weak,680.0
50,reef,coral,strong,671.6
1050,reef,coral,strong,670.7
50,cape,coral,weak,756.1
1050,cape,coral,weak,707.9
50,snob,coral,unrel_strong,863.3
1050,snob,coral,unrel_strong,875.9
50,measure,coral,unrel_weak,815.2
1050,measure,coral,unrel_weak,863.8
50,flake,corn,strong,651.2
1050,flake,corn,strong,746.8
50,field,corn,weak,621.7
1050,field,corn,weak,676.7
50,demi,corn,unrel_strong,756.9
1050,demi,corn,unrel_strong,804.7
50,gourmet,corn,unrel_weak,653.0
1050,gourmet,corn,unrel_weak,743.8
50,polyester,cotton,strong,640.1
1050,polyester,cotton,strong,655.3
50,soft,cotton,weak,637.9
1050,soft,cotton,weak,702.0
50,favorite,cotton,unrel_strong,612.9
1050,favorite,cotton,unrel_strong,685.2
50,checkers,cotton,unrel_weak,705.7
1050,checkers,cotton,unrel_weak,795.8
50,cushion,couch,strong,593.9
1050,cushion,couch,strong,607.7
50,comfortable,couch,weak,716.3
1050,comfortable,couch,weak,676.4
50,quest,couch,unrel_strong,740.5
1050,quest,couch,unrel_strong,592.4
50,possess,couch,unrel_weak,704.5
1050,possess,couch,unrel_weak,687.5
50,sneeze,cough,strong,646.5
1050,sneeze,cough,strong,588.7
50,throat,cough,weak,617.7
1050,throat,cough,weak,634.6
50,pastry,cough,unrel_strong,691.9
1050,pastry,cough,unrel_strong,651.1
50,drive,cough,unrel_weak,639.3
1050,drive,cough,unrel_weak,703.0
50,republic,country,strong,630.6
1050,republic,country,strong,656.3
50,map,country,weak,595.0
1050,map,country,weak,731.5
50,product,country,unrel_strong,690.1
1050,product,country,unrel_strong,737.1
50,vegetables,country,unrel_weak,708.1
1050,vegetables,country,unrel_weak,715.1
50,obstacle,course,strong,646.2
1050,obstacle,course,strong,725.0
50,objective,course,weak,607.3
1050,objective,course,weak,660.5
50,strip,course,unrel_strong,731.0
1050,strip,course,unrel_strong,698.4
50,solo,course,unrel_weak,695.6
1050,solo,course,unrel_weak,822.9
50,case,court,strong,611.1
1050,case,court,strong,619.0
50,accuse,court,weak,767.1
1050,accuse,court,weak,687.6
50,remove,court,unrel_strong,684.0
1050,remove,court,unrel_strong,649.2
50,vampire,court,unrel_weak,656.9
1050,vampire,court,unrel_weak,614.1
50,lid,cover,strong,659.4
1050,lid,cover,strong,615.3
50,top,cover,weak,618.3
1050,top,cover,weak,609.8
50,congress,cover,unrel_strong,701.3
1050,congress,cover,unrel_strong,619.7
50,cold,cover,unrel_weak,751.9
1050,cold,cover,unrel_weak,671.1
50,beef,cow,strong,683.6
1050,beef,cow,strong,615.8
50,haystack,cow,weak,651.0
1050,haystack,cow,weak,606.4
50,law,cow,unrel_strong,658.9
1050,law,cow,unrel_strong,643.8
50,shrimp,cow,unrel_weak,688.4
1050,shrimp,cow,unrel_weak,684.6
50,cowgirl,cowboy,strong,671.2
1050,cowgirl,cowboy,strong,711.9
50,rider,cowboy,weak,640.8
1050,rider,cowboy,weak,663.6
50,grocery,cowboy,unrel_strong,741.8
1050,grocery,cowboy,unrel_strong,787.0
50,medicine,cowboy,unrel_weak,647.2
1050,medicine,cowboy,unrel_weak,712.8
50,lobster,crab,strong,626.1
1050,lobster,crab,strong,763.5
50,seafood,crab,weak,589.0
1050,seafood,crab,weak,594.3
50,parking,crab,unrel_strong,702.4
1050,parking,crab,unrel_strong,782.2
50,atomic,crab,unrel_weak,656.0
1050,atomic,crab,unrel_weak,677.8
50,crevice,crack,strong,766.8
1050,crevice,crack,strong,617.6
50,walnut,crack,weak,715.3
1050,walnut,crack,weak,702.7
50,twig,crack,unrel_strong,701.1
1050,twig,crack,unrel_strong,730.2
50,annoy,crack,unrel_weak,644.0
1050,annoy,crack,unrel_weak,631.2
50,saltine,cracker,strong,600.9
1050,saltine,cracker,strong,789.1
50,nut,cracker,weak,614.5
1050,nut,cracker,weak,674.5
50,seashore,cracker,unrel_strong,623.9
1050,seashore,cracker,unrel_strong,779.5
50,tomorrow,cracker,unrel_weak,694.5
1050,tomorrow,cracker,unrel_weak,785.1
50,snap,crackle,strong,697.4
1050,snap,crackle,strong,782.4
50,crunch,crackle,weak,812.0
1050,crunch,crackle,weak,753.9
50,mental,crackle,unrel_strong,827.0
1050,mental,crackle,unrel_strong,731.0
50,ecstasy,crackle,unrel_weak,751.5
1050,ecstasy,crackle,unrel_weak,789.1
50,arts,crafts,strong,635.2
1050,arts,crafts,strong,709.1
50,ceramics,crafts,weak,748.2
1050,ceramics,crafts,weak,694.4
50,shield,crafts,unrel_strong,724.2
1050,shield,crafts,unrel_strong,774.8
50,felt,crafts,unrel_weak,773.3
1050,felt,crafts,unrel_weak,667.4
50,impact,crash,strong,693.6
1050,impact,crash,strong,673.9
50,plane,crash,weak,611.2
1050,plane,crash,weak,657.6
50,must,crash,unrel_strong,759.1
1050,must,crash,unrel_strong,597.3
50,heel,crash,unrel_weak,680.5
1050,heel,crash,unrel_weak,641.7
50,crayola,crayon,strong,614.7
1050,crayola,crayon,strong,604.0
50,chalk,crayon,weak,772.0
1050,chalk,crayon,weak,657.0
50,post,crayon,unrel_strong,771.1
1050,post,crayon,unrel_strong,693.1
50,meet,crayon,unrel_weak,755.2
1050,meet,crayon,unrel_weak,692.2
50,nuts,crazy,strong,599.3
1050,nuts,crazy,strong,592.7
50,silly,crazy,weak,619.6
1050,silly,crazy,weak,648.9
50,ahoy,crazy,unrel_strong,693.9
1050,ahoy,crazy,unrel_strong,632.6
50,victor,crazy,unrel_weak,656.2
1050,victor,crazy,unrel_weak,672.8
50,invent,create,strong,644.0
1050,invent,create,strong,631.2
50,imagine,create,weak,637.9
1050,imagine,create,weak,647.4
50,tight,create,unrel_strong,675.4
1050,tight,create,unrel_strong,614.6
50,alive,create,unrel_weak,589.7
1050,alive,create,unrel_weak,685.1
50,inventor,creator,strong,676.5
1050,inventor,creator,strong,658.7
50,god,creator,weak,749.9
1050,god,creator,weak,623.4
50,mop,creator,unrel_strong,692.3
1050,mop,creator,unrel_strong,684.9
50,fireplace,creator,unrel_weak,780.0
1050,fireplace,creator,unrel_weak,707.2
50,rape,crime,strong,612.5
1050,rape,crime,strong,561.8
50,fraud,crime,weak,823.5
1050,fraud,crime,weak,733.2
50,independent,crime,unrel_strong,716.0
1050,independent,crime,unrel_strong,691.7
50,revenge,crime,unrel_weak,817.9
1050,revenge,crime,unrel_weak,652.1
50,fugitive,criminal,strong,657.9
1050,fugitive,criminal,strong,786.8
50,handcuffs,criminal,weak,742.1
1050,handcuffs,criminal,weak,698.2
50,tupperware,criminal,unrel_strong,802.6
1050,tupperware,criminal,unrel_strong,793.0
50,sliver,criminal,unrel_weak,795.7
1050,sliver,criminal,unrel_weak,677.7
50,uneven,crooked,strong,722.6
1050,uneven,crooked,strong,718.5
50,bent,crooked,weak,678.9
1050,bent,crooked,weak,797.0
50,precious,crooked,unrel_strong,808.1
1050,precious,crooked,unrel_strong,751.8
50,appeal,crooked,unrel_weak,814.0
1050,appeal,crooked,unrel_weak,872.6
50,harvest,crops,strong,630.7
1050,harvest,crops,strong,743.7
50,farmer,crops,weak,700.6
1050,farmer,crops,weak,741.5
50,moonlight,crops,unrel_strong,784.7
1050,moonlight,crops,unrel_strong,735.2
50,without,crops,unrel_weak,831.2
1050,without,crops,unrel_weak,774.9
50,mob,crowd,strong,691.2
1050,mob,crowd,strong,735.8
50,riot,crowd,weak,623.6
1050,riot,crowd,weak,686.5
50,frosted,crowd,unrel_strong,618.2
1050,frosted,crowd,unrel_strong,658.2
50,fingers,crowd,unrel_weak,636.2
1050,fingers,crowd,unrel_weak,710.6
50,crisp,crunchy,strong,724.9
1050,crisp,crunchy,strong,744.8
50,leaves,crunchy,weak,720.9
1050,leaves,crunchy,weak,712.7
50,false,crunchy,unrel_strong,879.8
1050,false,crunchy,unrel_strong,731.6
50,lawn,crunchy,unrel_weak,754.1
1050,lawn,crunchy,unrel_weak,868.0
50,laugh,cry,strong,568.8
1050,laugh,cry,strong,724.7
50,spank,cry,weak,643.1
1050,spank,cry,weak,621.1
50,prank,cry,unrel_strong,702.2
1050,prank,cry,unrel_strong,722.0
50,attach,cry,unrel_weak,699.2
1050,attach,cry,unrel_weak,616.3
50,snuggle,cuddle,strong,604.6
1050,snuggle,cuddle,strong,764.2
50,cradle,cuddle,weak,778.7
1050,cradle,cuddle,weak,758.6
50,ritual,cuddle,unrel_strong,672.4
1050,ritual,cuddle,unrel_strong,790.3
50,crystal,cuddle,unrel_weak,829.6
1050,crystal,cuddle,unrel_weak,693.5
50,saucer,cup,strong,573.3
1050,saucer,cup,strong,600.4
50,cone,cup,weak,579.4
1050,cone,cup,weak,635.9
50,out,cup,unrel_strong,676.2
1050,out,cup,unrel_strong,624.0
50,strain,cup,unrel_weak,669.9
1050,strain,cup,unrel_weak,671.8
50,antidote,cure,strong,670.5
1050,antidote,cure,strong,682.1
50,disease,cure,weak,622.7
1050,disease,cure,weak,832.5
50,venus,cure,unrel_strong,673.9
1050,venus,cure,unrel_strong,674.5
50,enter,cure,unrel_weak,654.5
1050,enter,cure,unrel_weak,805.8
50,drapes,curtains,strong,672.7
1050,drapes,curtains,strong,721.2
50,blinds,curtains,weak,669.8
1050,blinds,curtains,weak,688.4
50,ash,curtains,unrel_strong,706.3
1050,ash,curtains,unrel_strong,899.2
50,dilemma,curtains,unrel_weak,742.6
1050,dilemma,curtains,unrel_weak,796.1
50,bandaid,cut,strong,689.0
1050,bandaid,cut,strong,724.7
50,mower,cut,weak,721.5
1050,mower,cut,weak,605.4
50,viola,cut,unrel_strong,618.9
1050,viola,cut,unrel_strong,654.7
50,diner,cut,unrel_weak,611.2
1050,diner,cut,unrel_weak,704.4
50,adorable,cute,strong,572.6
1050,adorable,cute,strong,727.0
50,kitten,cute,weak,624.9
1050,kitten,cute,weak,650.5
50,sling,cute,unrel_strong,634.9
1050,sling,cute,unrel_strong,642.8
50,elephant,cute,unrel_weak,614.4
1050,elephant,cute,unrel_weak,675.4
50,mummy,dad,strong,636.6
1050,mummy,dad,strong,690.2
50,son,dad,weak,630.7
1050,son,dad,weak,604.4
50,synopsis,dad,unrel_strong,660.7
1050,synopsis,dad,unrel_strong,608.8
50,not,dad,unrel_weak,742.5
1050,not,dad,unrel_weak,578.5
50,cloak,dagger,strong,727.3
1050,cloak,dagger,strong,766.3
50,digger,dagger,weak,809.0
1050,digger,dagger,weak,920.1
50,quiz,dagger,unrel_strong,938.3
1050,quiz,dagger,unrel_strong,761.4
50,due,dagger,unrel_weak,810.0
1050,due,dagger,unrel_weak,727.4
50,everyday,daily,strong,635.3
1050,everyday,daily,strong,624.2
50,routine,daily,weak,648.9
1050,routine,daily,weak,706.4
50,mummy,daily,unrel_strong,651.1
1050,mummy,daily,unrel_strong,700.5
50,ax,daily,unrel_weak,629.1
1050,ax,daily,unrel_weak,846.4
50,beaver,dam,strong,889.2
1050,beaver,dam,strong,833.1
50,flood,dam,weak,912.3
1050,flood,dam,weak,1048.1
50,antidote,dam,unrel_strong,949.8
1050,antidote,dam,unrel_strong,814.7
50,hours,dam,unrel_weak,843.2
1050,hours,dam,unrel_weak,887.6
50,ballet,dance,strong,570.2
1050,ballet,dance,strong,652.6
50,music,dance,weak,607.6
1050,music,dance,weak,717.9
50,merit,dance,unrel_strong,635.7
1050,merit,dance,unrel_strong,718.6
50,cord,dance,unrel_weak,659.6
1050,cord,dance,unrel_weak,598.9
50,singer,dancer,strong,601.9
1050,singer,dancer,strong,642.4
50,acrobat,dancer,weak,604.0
1050,acrobat,dancer,weak,623.7
50,scared,dancer,unrel_strong,612.7
1050,scared,dancer,unrel_strong,838.3
50,kettle,dancer,unrel_weak,619.6
1050,kettle,dancer,unrel_weak,702.8
50,caution,danger,strong,630.1
1050,caution,danger,strong,685.8
50,motorcycle,danger,weak,735.8
1050,motorcycle,danger,weak,616.0
50,originate,danger,unrel_strong,700.7
1050,originate,danger,unrel_strong,759.3
50,stand,danger,unrel_weak,597.4
1050,stand,danger,unrel_weak,684.9
50,harmful,dangerous,strong,711.6
1050,harmful,dangerous,strong,677.6
50,critical,dangerous,weak,716.5
1050,critical,dangerous,weak,638.4
50,rag,dangerous,unrel_strong,728.4
1050,rag,dangerous,unrel_strong,674.2
50,sailing,dangerous,unrel_weak,741.6
1050,sailing,dangerous,unrel_weak,787.6
50,adventurous,daring,strong,795.7
1050,adventurous,daring,strong,726.8
50,bold,daring,weak,709.9
1050,bold,daring,weak,732.6
50,puberty,daring,unrel_strong,774.9
1050,puberty,daring,unrel_strong,696.2
50,spin,daring,unrel_weak,732.4
1050,spin,daring,unrel_weak,783.6
50,tan,dark,strong,611.2
1050,tan,dark,strong,582.5
50,woods,dark,weak,645.5
1050,woods,dark,weak,579.6
50,pond,dark,unrel_strong,701.6
1050,pond,dark,unrel_strong,643.5
50,see,dark,unrel_weak,659.8
1050,see,dark,unrel_weak,635.3
50,information,data,strong,759.4
1050,information,data,strong,673.8
50,analysis,data,weak,709.4
1050,analysis,data,weak,638.2
50,practice,data,unrel_strong,721.4
1050,practice,data,unrel_strong,702.3
50,grove,data,unrel_weak,611.7
1050,grove,data,unrel_weak,603.7
50,calendar,date,strong,599.6
1050,calendar,date,strong,735.2
50,couple,date,weak,597.4
1050,couple,date,weak,713.4
50,lend,date,unrel_strong,637.0
1050,lend,date,unrel_strong,631.2
50,income,date,unrel_weak,579.6
1050,income,date,unrel_weak,669.8
50,night,day,strong,561.8
1050,night,day,strong,637.6
50,month,day,weak,660.5
1050,month,day,weak,550.3
50,jobless,day,unrel_strong,713.5
1050,jobless,day,unrel_strong,585.5
50,irritate,day,unrel_weak,628.0
1050,irritate,day,unrel_weak,672.6
50,glory,days,strong,607.4
1050,glory,days,strong,567.2
50,times,days,weak,714.7
1050,times,days,weak,641.0
50,hostess,days,unrel_strong,597.1
1050,hostess,days,unrel_strong,624.5
50,statistics,days,unrel_weak,597.7
1050,statistics,days,unrel_weak,645.4
50,corpse,dead,strong,570.5
1050,corpse,dead,strong,663.9
50,healthy,dead,weak,651.9
1050,healthy,dead,weak,633.4
50,flip,dead,unrel_strong,613.8
1050,flip,dead,unrel_strong,729.1
50,mineral,dead,unrel_weak,666.5
1050,mineral,dead,unrel_weak,720.7
50,mute,deaf,strong,649.1
1050,mute,deaf,strong,734.3
50,dumb,deaf,weak,683.2
1050,dumb,deaf,weak,790.4
50,observe,deaf,unrel_strong,727.8
1050,observe,deaf,unrel_strong,768.5
50,nerves,deaf,unrel_weak,676.0
1050,nerves,deaf,unrel_weak,937.9
50,burial,death,strong,629.1
1050,burial,death,strong,693.8
50,coffin,death,weak,612.5
1050,coffin,death,weak,707.3
50,halt,death,unrel_strong,605.9
1050,halt,death,unrel_strong,621.6
50,department,death,unrel_weak,661.7
1050,department,death,unrel_weak,626.5
50,deteriorate,decay,strong,751.4
1050,deteriorate,decay,strong,719.3
50,decompose,decay,weak,734.5
1050,decompose,decay,weak,731.9
50,policy,decay,unrel_strong,754.7
1050,policy,decay,unrel_strong,808.8
50,fairytale,decay,unrel_weak,893.5
1050,fairytale,decay,unrel_weak,835.3
50,determine,decide,strong,689.2
1050,determine,decide,strong,640.5
50,decision,decide,weak,644.9
1050,decision,decide,weak,664.8
50,saucer,decide,unrel_strong,654.9
1050,saucer,decide,unrel_strong,598.8
50,coffin,decide,unrel_weak,740.7
1050,coffin,decide,unrel_weak,682.0
50,choice,decision,strong,629.4
1050,choice,decision,strong,737.2
50,dilemma,decision,weak,707.2
1050,dilemma,decision,weak,614.5
50,credit,decision,unrel_strong,719.4
1050,credit,decision,unrel_strong,798.1
50,period,decision,unrel_weak,737.7
1050,period,decision,unrel_weak,726.9
50,shallow,deep,strong,602.3
1050,shallow,deep,strong,650.5
50,breath,deep,weak,609.0
1050,breath,deep,weak,761.2
50,vain,deep,unrel_strong,606.9
1050,vain,deep,unrel_strong,731.2
50,tired,deep,unrel_weak,612.7
1050,tired,deep,unrel_weak,848.6
50,antlers,deer,strong,603.2
1050,antlers,deer,strong,616.7
50,moose,deer,weak,644.4
1050,moose,deer,weak,578.5
50,alter,deer,unrel_strong,641.9
1050,alter,deer,unrel_strong,666.7
50,tradition,deer,unrel_weak,720.4
1050,tradition,deer,unrel_weak,634.2
50,conquer,defeat,strong,633.1
1050,conquer,defeat,strong,733.0
50,lose,defeat,weak,780.4
1050,lose,defeat,weak,633.5
50,ballet,defeat,unrel_strong,851.9
1050,ballet,defeat,unrel_strong,736.4
50,slug,defeat,unrel_weak,766.3
1050,slug,defeat,unrel_weak,738.1
50,offense,defense,strong,705.5
1050,offense,defense,strong,654.6
50,tackle,defense,weak,727.8
1050,tackle,defense,weak,701.9
50,motion,defense,unrel_strong,578.6
1050,motion,defense,unrel_strong,706.8
50,pluto,defense,unrel_weak,683.4
1050,pluto,defense,unrel_weak,730.0
50,meaning,definition,strong,691.8
1050,meaning,definition,strong,741.2
50,term,definition,weak,733.8
1050,term,definition,weak,770.5
50,seasoning,definition,unrel_strong,788.2
1050,seasoning,definition,unrel_strong,698.7
50,drug,definition,unrel_weak,782.3
1050,drug,definition,unrel_weak,810.0
50,ban,deodorant,strong,877.9
1050,ban,deodorant,strong,736.7
50,secret,deodorant,weak,838.3
1050,secret,deodorant,weak,755.6
50,aspirin,deodorant,unrel_strong,766.1
1050,aspirin,deodorant,unrel_strong,804.8
50,belt,deodorant,unrel_weak,837.4
1050,belt,deodorant,unrel_weak,811.6
50,reliable,dependable,strong,685.8
1050,reliable,dependable,strong,671.4
50,responsible,dependable,weak,1009.9
1050,responsible,dependable,weak,664.4
50,community,dependable,unrel_strong,805.8
1050,community,dependable,unrel_strong,786.0
50,victim,dependable,unrel_weak,739.6
1050,victim,dependable,unrel_weak,814.6
50,independent,dependent,strong,684.0
1050,independent,dependent,strong,762.8
50,addict,dependent,weak,698.1
1050,addict,dependent,weak,715.1
50,roar,dependent,unrel_strong,723.7
1050,roar,dependent,unrel_strong,761.7
50,gull,dependent,unrel_weak,692.6
1050,gull,dependent,unrel_weak,687.1
50,ascend,descend,strong,813.6
1050,ascend,descend,strong,900.1
50,down,descend,weak,739.3
1050,down,descend,weak,821.6
50,eggs,descend,unrel_strong,769.1
1050,eggs,descend,unrel_strong,791.5
50,university,descend,unrel_weak,815.9
1050,university,descend,unrel_weak,828.8
50,mirage,desert,strong,764.0
1050,mirage,desert,strong,810.1
50,caravan,desert,weak,698.4
1050,caravan,desert,weak,702.7
50,harmful,desert,unrel_strong,728.5
1050,harmful,desert,unrel_strong,711.2
50,fond,desert,unrel_weak,702.0
1050,fond,desert,unrel_weak,775.9
50,office,desk,strong,675.1
1050,office,desk,strong,658.1
50,shelf,desk,weak,705.1
1050,shelf,desk,weak,624.7
50,suite,desk,unrel_strong,651.9
1050,suite,desk,unrel_strong,816.3
50,evict,desk,unrel_weak,672.3
1050,evict,desk,unrel_weak,642.0
50,annihilate,destroy,strong,677.1
1050,annihilate,destroy,strong,777.5
50,construct,destroy,weak,682.3
1050,construct,destroy,weak,691.4
50,summit,destroy,unrel_strong,637.4
1050,summit,destroy,unrel_strong,715.7
50,dandelion,destroy,unrel_weak,726.8
1050,dandelion,destroy,unrel_weak,749.7
50,elimination,destruction,strong,760.1
1050,elimination,destruction,strong,783.1
50,damage,destruction,weak,770.2
1050,damage,destruction,weak,938.0
50,gal,destruction,unrel_strong,791.7
1050,gal,destruction,unrel_strong,827.2
50,complete,destruction,unrel_weak,725.9
1050,complete,destruction,unrel_weak,940.4
50,demon,devil,strong,594.3
1050,demon,devil,strong,713.8
50,hell,devil,weak,644.8
1050,hell,devil,weak,625.2
50,hill,devil,unrel_strong,660.4
1050,hill,devil,unrel_strong,736.2
50,almanac,devil,unrel_weak,589.9
1050,almanac,devil,unrel_weak,644.3
50,jewel,diamond,strong,703.0
1050,jewel,diamond,strong,674.5
50,coal,diamond,weak,707.0
1050,coal,diamond,weak,729.8
50,demon,diamond,unrel_strong,683.5
1050,demon,diamond,unrel_strong,627.5
50,chalk,diamond,unrel_weak,648.8
1050,chalk,diamond,unrel_weak,616.8
50,journal,diary,strong,618.5
1050,journal,diary,strong,585.7
50,personal,diary,weak,741.4
1050,personal,diary,weak,701.8
50,breed,diary,unrel_strong,675.6
1050,breed,diary,unrel_strong,710.2
50,roof,diary,unrel_weak,705.8
1050,roof,diary,unrel_weak,657.5
50,define,dictionary,strong,740.6
1050,define,dictionary,strong,743.6
50,anisette,dictionary,weak,767.6
1050,anisette,dictionary,weak,832.3
50,fork,dictionary,unrel_strong,864.0
1050,fork,dictionary,unrel_strong,742.5
50,factor,dictionary,unrel_weak,742.8
1050,factor,dictionary,unrel_weak,681.9
50,suffocate,die,strong,681.5
1050,suffocate,die,strong,710.4
50,grave,die,weak,603.5
1050,grave,die,weak,701.6
50,journey,die,unrel_strong,613.5
1050,journey,die,unrel_strong,730.3
50,veal,die,unrel_weak,691.4
1050,veal,die,unrel_weak,707.8
50,change,different,strong,686.0
1050,change,different,strong,691.2
50,awkward,different,weak,637.8
1050,awkward,different,weak,729.3
50,hue,different,unrel_strong,683.4
1050,hue,different,unrel_strong,718.4
50,dart,different,unrel_weak,599.6
1050,dart,different,unrel_weak,643.1
50,pickles,dill,strong,744.2
1050,pickles,dill,strong,799.6
50,pickle,dill,weak,658.3
1050,pickle,dill,weak,861.5
50,cane,dill,unrel_strong,944.2
1050,cane,dill,unrel_strong,973.1
50,wood,dill,unrel_weak,643.4
1050,wood,dill,unrel_weak,776.8
50,quarter,dime,strong,700.5
1050,quarter,dime,strong,720.4
50,penny,dime,weak,695.1
1050,penny,dime,weak,664.1
50,blur,dime,unrel_strong,643.1
1050,blur,dime,unrel_strong,789.1
50,spots,dime,unrel_weak,757.9
1050,spots,dime,unrel_weak,746.0
50,lunch,dinner,strong,633.8
1050,lunch,dinner,strong,624.5
50,cafe,dinner,weak,604.8
1050,cafe,dinner,weak,695.2
50,hide,dinner,unrel_strong,647.8
1050,hide,dinner,unrel_strong,597.1
50,join,dinner,unrel_weak,635.3
1050,join,dinner,unrel_weak,616.8
50,fossil,dinosaur,strong,757.7
1050,fossil,dinosaur,strong,786.6
50,creature,dinosaur,weak,640.8
1050,creature,dinosaur,weak,912.3
50,clorox,dinosaur,unrel_strong,808.8
1050,clorox,dinosaur,unrel_strong,789.1
50,poor,dinosaur,unrel_weak,794.6
1050,poor,dinosaur,unrel_weak,828.1
50,indirect,direct,strong,719.9
1050,indirect,direct,strong,691.2
50,point,direct,weak,580.6
1050,point,direct,weak,724.5
50,reindeer,direct,unrel_strong,752.3
1050,reindeer,direct,unrel_strong,716.6
50,wedding,direct,unrel_weak,621.7
1050,wedding,direct,unrel_weak,688.4
50,compass,direction,strong,623.3
1050,compass,direction,strong,752.9
50,clockwise,direction,weak,619.0
1050,clockwise,direction,weak,705.1
50,liberal,direction,unrel_strong,686.1
1050,liberal,direction,unrel_strong,795.3
50,scientist,direction,unrel_weak,705.5
1050,scientist,direction,unrel_weak,788.0
50,instructions,directions,strong,751.6
1050,instructions,directions,strong,744.5
50,instruct,directions,weak,687.6
1050,instruct,directions,weak,701.8
50,tuba,directions,unrel_strong,778.2
1050,tuba,directions,unrel_strong,690.0
50,hung,directions,unrel_weak,714.2
1050,hung,directions,unrel_weak,831.5
50,soil,dirt,strong,563.5
1050,soil,dirt,strong,614.3
50,fill,dirt,weak,678.3
1050,fill,dirt,weak,637.7
50,prime,dirt,unrel_strong,597.2
1050,prime,dirt,unrel_strong,694.1
50,dull,dirt,unrel_weak,608.7
1050,dull,dirt,unrel_weak,729.5
50,clean,dirty,strong,622.3
1050,clean,dirty,strong,552.2
50,lice,dirty,weak,641.4
1050,lice,dirty,weak,619.5
50,gymnastics,dirty,unrel_strong,622.4
1050,gymnastics,dirty,unrel_strong,628.9
50,suds,dirty,unrel_weak,735.6
1050,suds,dirty,unrel_weak,642.1
50,agree,disagree,strong,657.2
1050,agree,disagree,strong,759.4
50,argue,disagree,weak,717.6
1050,argue,disagree,weak,763.9
50,mailman,disagree,unrel_strong,708.8
1050,mailman,disagree,unrel_strong,788.9
50,compose,disagree,unrel_weak,675.4
1050,compose,disagree,unrel_weak,784.2
50,agreement,disagreement,strong,665.8
1050,agreement,disagreement,strong,883.5
50,argument,disagreement,weak,752.0
1050,argument,disagreement,weak,803.6
50,disc,disagreement,unrel_strong,777.4
1050,disc,disagreement,unrel_strong,811.5
50,seam,disagreement,unrel_weak,798.1
1050,seam,disagreement,unrel_weak,839.1
50,reappear,disappear,strong,693.8
1050,reappear,disappear,strong,746.9
50,perish,disappear,weak,731.6
1050,perish,disappear,weak,763.6
50,annoying,disappear,unrel_strong,713.4
1050,annoying,disappear,unrel_strong,809.6
50,mature,disappear,unrel_weak,746.3
1050,mature,disappear,unrel_weak,819.4
50,compact,disc,strong,670.2
1050,compact,disc,strong,762.0
50,computer,disc,weak,732.1
1050,computer,disc,weak,715.8
50,generous,disc,unrel_strong,684.6
