isi,prime,target,condition,meanRT
1050,libel,lawsuit,strong,765.8
50,lawyer,lawsuit,weak,632.7
1050,lawyer,lawsuit,weak,676.5
50,stock,lawsuit,unrel_strong,679.2
1050,stock,lawsuit,unrel_strong,740.2
50,brick,lawsuit,unrel_weak,743.5
1050,brick,lawsuit,unrel_weak,750.5
50,attorney,lawyer,strong,585.6
1050,attorney,lawyer,strong,660.1
50,professional,lawyer,weak,645.2
1050,professional,lawyer,weak,618.6
50,march,lawyer,unrel_strong,743.6
1050,march,lawyer,unrel_strong,652.1
50,central,lawyer,unrel_weak,652.6
1050,central,lawyer,unrel_weak,706.6
50,ozone,layer,strong,619.0
1050,ozone,layer,strong,695.1
50,brick,layer,weak,692.6
1050,brick,layer,weak,748.9
50,bean,layer,unrel_strong,729.0
1050,bean,layer,unrel_strong,765.8
50,till,layer,unrel_weak,663.0
1050,till,layer,unrel_weak,750.0
50,chairperson,leader,strong,692.2
1050,chairperson,leader,strong,763.0
50,chief,leader,weak,605.8
1050,chief,leader,weak,753.9
50,precise,leader,unrel_strong,661.5
1050,precise,leader,unrel_strong,672.7
50,aroma,leader,unrel_weak,636.2
1050,aroma,leader,unrel_weak,758.4
50,tree,leaf,strong,648.8
1050,tree,leaf,strong,641.5
50,branch,leaf,weak,578.8
1050,branch,leaf,weak,831.8
50,truthful,leaf,unrel_strong,628.7
1050,truthful,leaf,unrel_strong,796.1
50,downtown,leaf,unrel_weak,648.9
1050,downtown,leaf,unrel_weak,699.9
50,teach,learn,strong,738.5
1050,teach,learn,strong,651.4
50,university,learn,weak,631.3
1050,university,learn,weak,688.6
50,width,learn,unrel_strong,646.3
1050,width,learn,unrel_strong,648.0
50,chop,learn,unrel_weak,650.1
1050,chop,learn,unrel_weak,682.5
50,suede,leather,strong,620.3
1050,suede,leather,strong,743.1
50,boots,leather,weak,580.7
1050,boots,leather,weak,659.5
50,chocolate,leather,unrel_strong,646.7
1050,chocolate,leather,unrel_strong,677.4
50,conversation,leather,unrel_weak,678.2
1050,conversation,leather,unrel_weak,618.7
50,vacate,leave,strong,617.2
1050,vacate,leave,strong,611.5
50,go,leave,weak,603.3
1050,go,leave,weak,624.1
50,trot,leave,unrel_strong,627.8
1050,trot,leave,unrel_strong,641.5
50,knitting,leave,unrel_weak,636.5
1050,knitting,leave,unrel_weak,647.1
50,rake,leaves,strong,598.7
1050,rake,leaves,strong,645.6
50,bush,leaves,weak,659.0
1050,bush,leaves,weak,723.0
50,airport,leaves,unrel_strong,729.7
1050,airport,leaves,unrel_strong,718.5
50,environment,leaves,unrel_weak,634.8
1050,environment,leaves,unrel_weak,682.0
50,balcony,ledge,strong,634.8
1050,balcony,ledge,strong,805.2
50,cliff,ledge,weak,665.6
1050,cliff,ledge,weak,689.2
50,proof,ledge,unrel_strong,759.8
1050,proof,ledge,unrel_strong,815.3
50,rescue,ledge,unrel_weak,678.7
1050,rescue,ledge,unrel_weak,790.6
50,gone,left,strong,651.9
1050,gone,left,strong,750.5
50,margin,left,weak,671.1
1050,margin,left,weak,653.4
50,separate,left,unrel_strong,658.3
1050,separate,left,unrel_strong,699.7
50,pound,left,unrel_weak,711.0
1050,pound,left,unrel_weak,698.4
50,crutch,leg,strong,562.5
1050,crutch,leg,strong,612.6
50,hem,leg,weak,601.8
1050,hem,leg,weak,675.0
50,exhale,leg,unrel_strong,638.9
1050,exhale,leg,unrel_strong,591.8
50,appendage,leg,unrel_weak,609.1
1050,appendage,leg,unrel_weak,625.0
50,myth,legend,strong,603.0
1050,myth,legend,strong,602.7
50,mythology,legend,weak,702.2
1050,mythology,legend,weak,656.4
50,deteriorate,legend,unrel_strong,735.4
1050,deteriorate,legend,unrel_strong,609.3
50,balloon,legend,unrel_weak,612.5
1050,balloon,legend,unrel_weak,724.5
50,knees,legs,strong,631.6
1050,knees,legs,strong,600.0
50,shorts,legs,weak,621.6
1050,shorts,legs,weak,578.3
50,uneven,legs,unrel_strong,544.1
1050,uneven,legs,unrel_strong,688.2
50,substance,legs,unrel_weak,681.5
1050,substance,legs,unrel_weak,656.2
50,lime,lemon,strong,626.9
1050,lime,lemon,strong,704.8
50,sour,lemon,weak,641.5
1050,sour,lemon,weak,677.0
50,tourist,lemon,unrel_strong,722.2
1050,tourist,lemon,unrel_strong,643.4
50,escape,lemon,unrel_weak,734.2
1050,escape,lemon,unrel_weak,654.1
50,borrow,lend,strong,630.5
1050,borrow,lend,strong,765.5
50,owe,lend,weak,797.1
1050,owe,lend,weak,755.7
50,starving,lend,unrel_strong,770.4
1050,starving,lend,unrel_strong,841.8
50,follow,lend,unrel_weak,670.8
1050,follow,lend,unrel_weak,762.3
50,width,length,strong,610.9
1050,width,length,strong,669.2
50,height,length,weak,666.0
1050,height,length,weak,660.3
50,dishes,length,unrel_strong,631.3
1050,dishes,length,unrel_strong,744.6
50,ace,length,unrel_weak,623.4
1050,ace,length,unrel_weak,625.8
50,more,less,strong,612.7
1050,more,less,strong,612.5
50,spine,less,weak,636.4
1050,spine,less,weak,655.3
50,album,less,unrel_strong,674.8
1050,album,less,unrel_strong,703.7
50,banquet,less,unrel_weak,627.8
1050,banquet,less,unrel_weak,736.0
50,diminish,lesson,strong,648.3
1050,diminish,lesson,strong,659.1
50,fable,lesson,weak,627.3
1050,fable,lesson,weak,737.0
50,distance,lesson,unrel_strong,623.7
1050,distance,lesson,unrel_strong,689.0
50,stitch,lesson,unrel_weak,641.6
1050,stitch,lesson,unrel_weak,732.9
50,allow,let,strong,642.0
1050,allow,let,strong,665.5
50,permit,let,weak,589.7
1050,permit,let,weak,656.7
50,gander,let,unrel_strong,685.8
1050,gander,let,unrel_strong,616.1
50,stumble,let,unrel_weak,666.8
1050,stumble,let,unrel_weak,714.1
50,note,letter,strong,688.2
1050,note,letter,strong,652.4
50,word,letter,weak,658.5
1050,word,letter,weak,663.7
50,crazy,letter,unrel_strong,632.1
1050,crazy,letter,unrel_strong,740.2
50,pearl,letter,unrel_weak,601.3
1050,pearl,letter,unrel_weak,748.6
50,alphabet,letters,strong,787.0
1050,alphabet,letters,strong,593.4
50,scrambled,letters,weak,613.7
1050,scrambled,letters,weak,657.9
50,phase,letters,unrel_strong,596.1
1050,phase,letters,unrel_strong,646.2
50,compassion,letters,unrel_weak,701.3
1050,compassion,letters,unrel_weak,641.2
50,salad,lettuce,strong,632.5
1050,salad,lettuce,strong,682.9
50,iceberg,lettuce,weak,767.7
1050,iceberg,lettuce,weak,787.9
50,always,lettuce,unrel_strong,836.9
1050,always,lettuce,unrel_strong,747.9
50,steam,lettuce,unrel_weak,929.1
1050,steam,lettuce,unrel_weak,650.9
50,traitor,liar,strong,684.0
1050,traitor,liar,strong,617.3
50,politician,liar,weak,669.3
1050,politician,liar,weak,675.0
50,apathetic,liar,unrel_strong,609.1
1050,apathetic,liar,unrel_strong,777.9
50,traffic,liar,unrel_weak,653.8
1050,traffic,liar,unrel_weak,683.8
50,statue,liberty,strong,601.8
1050,statue,liberty,strong,770.0
50,bell,liberty,weak,632.3
1050,bell,liberty,weak,686.7
50,further,liberty,unrel_strong,695.0
1050,further,liberty,unrel_strong,743.3
50,platform,liberty,unrel_weak,638.0
1050,platform,liberty,unrel_weak,638.4
50,cover,lid,strong,682.5
1050,cover,lid,strong,812.2
50,stopper,lid,weak,708.6
1050,stopper,lid,weak,737.1
50,case,lid,unrel_strong,711.7
1050,case,lid,unrel_strong,667.8
50,publisher,lid,unrel_weak,858.8
1050,publisher,lid,unrel_weak,836.1
50,slander,lie,strong,631.0
1050,slander,lie,strong,691.4
50,belief,lie,weak,588.9
1050,belief,lie,weak,687.6
50,celebration,lie,unrel_strong,657.5
1050,celebration,lie,unrel_strong,791.0
50,sprinkle,lie,unrel_weak,675.1
1050,sprinkle,lie,unrel_weak,640.4
50,death,life,strong,530.3
1050,death,life,strong,804.7
50,enjoy,life,weak,556.0
1050,enjoy,life,weak,697.3
50,coffee,life,unrel_strong,644.7
1050,coffee,life,unrel_strong,634.7
50,seat,life,unrel_weak,648.1
1050,seat,life,unrel_weak,667.0
50,dim,light,strong,606.9
1050,dim,light,strong,632.4
50,reflect,light,weak,596.8
1050,reflect,light,weak,659.9
50,agree,light,unrel_strong,602.9
1050,agree,light,unrel_strong,663.5
50,adjourn,light,unrel_weak,556.6
1050,adjourn,light,unrel_weak,665.7
50,thunder,lightning,strong,683.5
1050,thunder,lightning,strong,598.3
50,storm,lightning,weak,628.7
1050,storm,lightning,weak,691.3
50,hurt,lightning,unrel_strong,729.8
1050,hurt,lightning,unrel_strong,754.0
50,excellent,lightning,unrel_weak,789.8
1050,excellent,lightning,unrel_weak,659.8
50,attract,like,strong,582.3
1050,attract,like,strong,745.8
50,fancy,like,weak,585.5
1050,fancy,like,weak,752.5
50,sprain,like,unrel_strong,617.2
1050,sprain,like,unrel_strong,745.5
50,pope,like,unrel_weak,705.1
1050,pope,like,unrel_weak,766.7
50,border,line,strong,683.1
1050,border,line,strong,699.8
50,shore,line,weak,640.4
1050,shore,line,weak,623.3
50,appearance,line,unrel_strong,653.0
1050,appearance,line,unrel_strong,687.1
50,cream,line,unrel_weak,685.1
1050,cream,line,unrel_weak,774.0
50,roar,lion,strong,652.5
1050,roar,lion,strong,688.9
50,cougar,lion,weak,629.5
1050,cougar,lion,weak,766.1
50,add,lion,unrel_strong,647.9
1050,add,lion,unrel_strong,624.4
50,vaseline,lion,unrel_weak,592.3
1050,vaseline,lion,unrel_weak,664.8
50,hear,listen,strong,653.8
1050,hear,listen,strong,598.6
50,record,listen,weak,623.2
1050,record,listen,weak,595.8
50,childish,listen,unrel_strong,657.9
1050,childish,listen,unrel_strong,631.3
50,rotten,listen,unrel_weak,733.5
1050,rotten,listen,unrel_weak,622.5
50,lots,little,strong,665.6
1050,lots,little,strong,641.5
50,small,little,weak,619.2
1050,small,little,weak,732.4
50,display,little,unrel_strong,650.9
1050,display,little,unrel_strong,793.6
50,chew,little,unrel_weak,646.5
1050,chew,little,unrel_weak,621.2
50,survive,live,strong,592.2
1050,survive,live,strong,668.3
50,alive,live,weak,582.3
1050,alive,live,weak,697.9
50,unconscious,live,unrel_strong,589.9
1050,unconscious,live,unrel_strong,583.7
50,virgin,live,unrel_weak,625.6
1050,virgin,live,unrel_weak,627.6
50,unload,load,strong,599.2
1050,unload,load,strong,744.5
50,burden,load,weak,636.6
1050,burden,load,weak,739.8
50,combination,load,unrel_strong,604.3
1050,combination,load,unrel_strong,744.5
50,fit,load,unrel_weak,600.9
1050,fit,load,unrel_weak,625.8
50,crab,lobster,strong,569.4
1050,crab,lobster,strong,683.4
50,shrimp,lobster,weak,623.7
1050,shrimp,lobster,weak,610.0
50,dead,lobster,unrel_strong,709.2
1050,dead,lobster,unrel_strong,727.8
50,graft,lobster,unrel_weak,685.8
1050,graft,lobster,unrel_weak,653.1
50,key,lock,strong,612.2
1050,key,lock,strong,611.4
50,vault,lock,weak,618.8
1050,vault,lock,weak,648.1
50,rationalize,lock,unrel_strong,730.7
1050,rationalize,lock,unrel_strong,683.4
50,bank,lock,unrel_weak,736.1
1050,bank,lock,unrel_weak,596.9
50,cabin,log,strong,571.1
1050,cabin,log,strong,698.9
50,wood,log,weak,618.1
1050,wood,log,weak,715.8
50,reap,log,unrel_strong,623.3
1050,reap,log,unrel_strong,707.7
50,reply,log,unrel_weak,687.0
1050,reply,log,unrel_weak,738.0
50,alone,lonely,strong,656.6
1050,alone,lonely,strong,663.6
50,poor,lonely,weak,618.3
1050,poor,lonely,weak,685.0
50,minutes,lonely,unrel_strong,675.0
1050,minutes,lonely,unrel_strong,700.8
50,row,lonely,unrel_weak,700.2
1050,row,lonely,unrel_weak,797.6
50,lasting,long,strong,621.3
1050,lasting,long,strong,603.1
50,hours,long,weak,669.0
1050,hours,long,weak,605.4
50,wait,long,unrel_strong,611.6
1050,wait,long,unrel_strong,591.4
50,through,long,unrel_weak,771.1
1050,through,long,unrel_weak,588.4
50,glance,look,strong,571.5
1050,glance,look,strong,606.3
50,perceive,look,weak,649.4
1050,perceive,look,weak,540.1
50,characteristic,look,unrel_strong,704.2
1050,characteristic,look,unrel_strong,609.4
50,critical,look,unrel_weak,630.3
1050,critical,look,unrel_weak,618.6
50,appearance,looks,strong,636.2
1050,appearance,looks,strong,634.2
50,appeal,looks,weak,578.0
1050,appeal,looks,weak,582.5
50,floor,looks,unrel_strong,636.2
1050,floor,looks,unrel_strong,604.2
50,hug,looks,unrel_weak,652.8
1050,hug,looks,unrel_weak,602.0
50,tight,loose,strong,620.9
1050,tight,loose,strong,684.2
50,replace,loose,weak,582.4
1050,replace,loose,weak,679.9
50,associate,loose,unrel_strong,632.6
1050,associate,loose,unrel_strong,675.8
50,lenient,loose,unrel_weak,610.9
1050,lenient,loose,unrel_weak,764.3
50,win,lose,strong,592.8
1050,win,lose,strong,759.9
50,forget,lose,weak,662.0
1050,forget,lose,weak,765.1
50,outdoors,lose,unrel_strong,678.5
1050,outdoors,lose,unrel_strong,683.0
50,shop,lose,unrel_weak,657.4
1050,shop,lose,unrel_weak,802.2
50,winner,loser,strong,551.2
1050,winner,loser,strong,679.7
50,victor,loser,weak,591.8
1050,victor,loser,weak,771.2
50,torch,loser,unrel_strong,744.5
1050,torch,loser,unrel_strong,668.8
50,vent,loser,unrel_weak,622.7
1050,vent,loser,unrel_weak,718.7
50,confusion,lost,strong,641.7
1050,confusion,lost,strong,696.3
50,maze,lost,weak,571.0
1050,maze,lost,weak,671.4
50,perform,lost,unrel_strong,585.3
1050,perform,lost,unrel_strong,589.9
50,religious,lost,unrel_weak,621.9
1050,religious,lost,unrel_weak,580.4
50,parking,lot,strong,705.9
1050,parking,lot,strong,640.7
50,amount,lot,weak,664.5
1050,amount,lot,weak,686.6
50,restriction,lot,unrel_strong,644.5
1050,restriction,lot,unrel_strong,636.1
50,cello,lot,unrel_weak,689.6
1050,cello,lot,unrel_weak,663.9
50,abundance,lots,strong,611.0
1050,abundance,lots,strong,677.7
50,ton,lots,weak,762.8
1050,ton,lots,weak,596.7
50,dew,lots,unrel_strong,738.5
1050,dew,lots,unrel_strong,635.3
50,elevator,lots,unrel_weak,663.0
1050,elevator,lots,unrel_weak,779.0
50,noisy,loud,strong,576.3
1050,noisy,loud,strong,630.2
50,microphone,loud,weak,634.3
1050,microphone,loud,weak,668.9
50,teach,loud,unrel_strong,553.2
1050,teach,loud,unrel_strong,760.0
50,committee,loud,unrel_weak,604.4
1050,committee,loud,unrel_weak,646.3
50,like,love,strong,677.6
1050,like,love,strong,594.1
50,valentine,love,weak,628.8
1050,valentine,love,weak,538.0
50,grown,love,unrel_strong,573.4
1050,grown,love,unrel_strong,570.5
50,tour,love,unrel_weak,592.5
1050,tour,love,unrel_weak,659.1
50,caring,loving,strong,573.0
1050,caring,loving,strong,609.6
50,gentle,loving,weak,553.8
1050,gentle,loving,weak,648.0
50,region,loving,unrel_strong,615.9
1050,region,loving,unrel_strong,641.2
50,option,loving,unrel_weak,720.1
1050,option,loving,unrel_weak,617.9
50,high,low,strong,610.3
1050,high,low,strong,668.5
50,minimum,low,weak,602.3
1050,minimum,low,weak,667.6
50,beg,low,unrel_strong,619.6
1050,beg,low,unrel_strong,651.3
50,belief,low,unrel_weak,619.2
1050,belief,low,unrel_weak,615.2
50,chance,luck,strong,654.8
1050,chance,luck,strong,562.2
50,rich,luck,weak,669.6
1050,rich,luck,weak,705.4
50,polish,luck,unrel_strong,644.1
1050,polish,luck,unrel_strong,609.6
50,industry,luck,unrel_weak,671.4
1050,industry,luck,unrel_weak,620.4
50,baggage,luggage,strong,689.0
1050,baggage,luggage,strong,694.9
50,suitcase,luggage,weak,635.5
1050,suitcase,luggage,weak,719.3
50,sandpaper,luggage,unrel_strong,758.2
1050,sandpaper,luggage,unrel_strong,758.0
50,broken,luggage,unrel_weak,689.9
1050,broken,luggage,unrel_weak,761.9
50,noon,lunch,strong,626.0
1050,noon,lunch,strong,586.5
50,picnic,lunch,weak,669.3
1050,picnic,lunch,weak,580.2
50,weather,lunch,unrel_strong,593.7
1050,weather,lunch,unrel_strong,618.1
50,data,lunch,unrel_weak,603.3
1050,data,lunch,unrel_weak,683.1
50,copier,machine,strong,767.8
1050,copier,machine,strong,632.0
50,copy,machine,weak,666.8
1050,copy,machine,weak,623.2
50,fossil,machine,unrel_strong,642.7
1050,fossil,machine,unrel_strong,689.8
50,swan,machine,unrel_weak,708.9
1050,swan,machine,unrel_weak,675.6
50,pissed,mad,strong,636.1
1050,pissed,mad,strong,592.7
50,insane,mad,weak,582.4
1050,insane,mad,weak,618.1
50,throne,mad,unrel_strong,621.9
1050,throne,mad,unrel_strong,634.7
50,soot,mad,unrel_weak,684.8
1050,soot,mad,unrel_weak,639.3
50,issue,magazine,strong,658.7
1050,issue,magazine,strong,705.7
50,newsstand,magazine,weak,720.8
1050,newsstand,magazine,weak,665.0
50,oodles,magazine,unrel_strong,740.7
1050,oodles,magazine,unrel_strong,783.1
50,shovel,magazine,unrel_weak,634.9
1050,shovel,magazine,unrel_weak,737.2
50,magician,magic,strong,625.6
1050,magician,magic,strong,709.9
50,spell,magic,weak,626.6
1050,spell,magic,weak,848.8
50,promise,magic,unrel_strong,614.8
1050,promise,magic,unrel_strong,643.2
50,cob,magic,unrel_weak,585.8
1050,cob,magic,unrel_weak,808.4
50,cleaner,maid,strong,716.6
1050,cleaner,maid,strong,698.3
50,apron,maid,weak,677.4
1050,apron,maid,weak,818.8
50,secure,maid,unrel_strong,619.5
1050,secure,maid,unrel_strong,738.0
50,giving,maid,unrel_weak,632.1
1050,giving,maid,unrel_weak,676.5
50,mailman,mail,strong,668.5
1050,mailman,mail,strong,677.5
50,package,mail,weak,658.9
1050,package,mail,weak,674.6
50,threshold,mail,unrel_strong,621.4
1050,threshold,mail,unrel_strong,715.0
50,arrive,mail,unrel_weak,574.3
1050,arrive,mail,unrel_weak,732.4
50,minor,major,strong,614.7
1050,minor,major,strong,725.0
50,important,major,weak,586.7
1050,important,major,weak,657.2
50,fury,major,unrel_strong,689.6
1050,fury,major,unrel_strong,587.0
50,mailbox,major,unrel_weak,630.6
1050,mailbox,major,unrel_weak,637.7
50,create,make,strong,612.0
1050,create,make,strong,764.3
50,creation,make,weak,573.8
1050,creation,make,weak,686.5
50,labyrinth,make,unrel_strong,578.7
1050,labyrinth,make,unrel_strong,755.8
50,ram,make,unrel_weak,632.4
1050,ram,make,unrel_weak,699.4
50,manufacturer,maker,strong,705.9
1050,manufacturer,maker,strong,793.7
50,producer,maker,weak,688.1
1050,producer,maker,weak,673.9
50,arrow,maker,unrel_strong,689.3
1050,arrow,maker,unrel_strong,731.5
50,average,maker,unrel_weak,713.8
1050,average,maker,unrel_weak,815.8
50,female,male,strong,589.8
1050,female,male,strong,676.4
50,dominant,male,weak,664.1
1050,dominant,male,weak,725.9
50,mother,male,unrel_strong,541.0
1050,mother,male,unrel_strong,738.6
50,brush,male,unrel_weak,601.0
1050,brush,male,unrel_weak,701.9
50,plaza,mall,strong,574.7
1050,plaza,mall,strong,801.4
50,purchase,mall,weak,651.9
1050,purchase,mall,weak,678.9
50,crocodile,mall,unrel_strong,644.4
1050,crocodile,mall,unrel_strong,635.6
50,digger,mall,unrel_weak,743.7
1050,digger,mall,unrel_weak,692.0
50,mister,man,strong,719.1
1050,mister,man,strong,762.5
50,male,man,weak,612.2
1050,male,man,weak,570.2
50,jump,man,unrel_strong,759.2
1050,jump,man,unrel_strong,584.8
50,restaurant,man,unrel_weak,553.4
1050,restaurant,man,unrel_weak,686.6
50,etiquette,manners,strong,684.6
1050,etiquette,manners,strong,745.8
50,decency,manners,weak,696.6
1050,decency,manners,weak,714.1
50,friday,manners,unrel_strong,819.0
1050,friday,manners,unrel_strong,846.2
50,erode,manners,unrel_weak,613.5
1050,erode,manners,unrel_weak,696.3
50,variety,many,strong,746.9
1050,variety,many,strong,642.9
50,much,many,weak,593.8
1050,much,many,weak,683.9
50,dirt,many,unrel_strong,615.3
1050,dirt,many,unrel_strong,796.2
50,owe,many,unrel_weak,662.8
1050,owe,many,unrel_weak,715.6
50,atlas,map,strong,607.6
1050,atlas,map,strong,601.4
50,almanac,map,weak,650.3
1050,almanac,map,weak,688.8
50,delinquent,map,unrel_strong,660.3
1050,delinquent,map,unrel_strong,776.2
50,decency,map,unrel_weak,623.2
1050,decency,map,unrel_weak,801.2
50,highlight,marker,strong,671.4
1050,highlight,marker,strong,740.1
50,channel,marker,weak,713.6
1050,channel,marker,weak,752.1
50,bashful,marker,unrel_strong,751.2
1050,bashful,marker,unrel_strong,753.1
50,pledge,marker,unrel_weak,659.8
1050,pledge,marker,unrel_weak,854.9
50,stock,market,strong,650.7
1050,stock,market,strong,711.3
50,flea,market,weak,624.7
1050,flea,market,weak,621.7
50,compute,market,unrel_strong,629.1
1050,compute,market,unrel_strong,632.8
50,handsome,market,unrel_weak,673.8
1050,handsome,market,unrel_weak,585.3
50,threshold,marriage,strong,608.5
1050,threshold,marriage,strong,630.1
50,announce,marriage,weak,776.1
1050,announce,marriage,weak,657.9
50,prisoner,marriage,unrel_strong,700.5
1050,prisoner,marriage,unrel_strong,712.2
50,ribs,marriage,unrel_weak,670.7
1050,ribs,marriage,unrel_weak,750.2
50,single,marry,strong,595.8
1050,single,marry,strong,633.1
50,wife,marry,weak,592.7
1050,wife,marry,weak,740.1
50,soil,marry,unrel_strong,665.8
1050,soil,marry,unrel_strong,811.1
50,forehead,marry,unrel_weak,730.8
1050,forehead,marry,unrel_weak,907.3
50,rub,massage,strong,805.7
1050,rub,massage,strong,733.9
50,therapy,massage,weak,768.0
1050,therapy,massage,weak,800.5
50,grease,massage,unrel_strong,749.6
1050,grease,massage,unrel_strong,792.3
50,goat,massage,unrel_weak,797.9
1050,goat,massage,unrel_weak,765.2
50,cloth,material,strong,687.4
1050,cloth,material,strong,645.5
50,fabric,material,weak,654.5
1050,fabric,material,weak,671.5
50,fame,material,unrel_strong,676.6
1050,fame,material,unrel_strong,672.7
50,bolt,material,unrel_weak,661.8
1050,bolt,material,unrel_weak,768.1
50,calculator,math,strong,580.9
1050,calculator,math,strong,608.4
50,integrate,math,weak,621.8
1050,integrate,math,weak,637.0
50,embarrass,math,unrel_strong,594.7
1050,embarrass,math,unrel_strong,782.5
50,achieve,math,unrel_weak,578.0
1050,achieve,math,unrel_weak,691.1
50,might,maybe,strong,623.8
1050,might,maybe,strong,655.0
50,unsure,maybe,weak,605.8
1050,unsure,maybe,weak,738.6
50,dynamite,maybe,unrel_strong,573.4
1050,dynamite,maybe,unrel_strong,658.6
50,flap,maybe,unrel_weak,586.0
1050,flap,maybe,unrel_weak,680.5
50,labyrinth,maze,strong,780.9
1050,labyrinth,maze,strong,661.0
50,pattern,maze,weak,735.4
1050,pattern,maze,weak,897.1
50,cobra,maze,unrel_strong,798.3
1050,cobra,maze,unrel_strong,881.5
50,luck,maze,unrel_weak,738.5
1050,luck,maze,unrel_weak,758.1
50,self,me,strong,599.7
1050,self,me,strong,633.1
50,super,me,weak,601.6
1050,super,me,weak,666.1
50,beauty,me,unrel_strong,622.9
1050,beauty,me,unrel_strong,637.3
50,patient,me,unrel_weak,591.2
1050,patient,me,unrel_weak,765.2
50,harsh,mean,strong,624.6
1050,harsh,mean,strong,606.4
50,ignore,mean,weak,649.5
1050,ignore,mean,weak,631.6
50,igloo,mean,unrel_strong,593.5
1050,igloo,mean,unrel_strong,718.8
50,worship,mean,unrel_weak,637.5
1050,worship,mean,unrel_weak,706.1
50,definition,meaning,strong,614.0
1050,definition,meaning,strong,736.0
50,essence,meaning,weak,665.3
1050,essence,meaning,weak,691.8
50,gun,meaning,unrel_strong,688.5
1050,gun,meaning,unrel_strong,671.3
50,league,meaning,unrel_weak,663.8
1050,league,meaning,unrel_weak,850.2
50,raw,meat,strong,698.2
1050,raw,meat,strong,618.9
50,bologna,meat,weak,690.6
1050,bologna,meat,weak,613.7
50,chip,meat,unrel_strong,675.0
1050,chip,meat,unrel_strong,661.1
50,barrel,meat,unrel_weak,627.5
1050,barrel,meat,unrel_weak,697.3
50,ointment,medicine,strong,637.6
1050,ointment,medicine,strong,718.7
50,excedrin,medicine,weak,689.2
1050,excedrin,medicine,weak,793.1
50,nylon,medicine,unrel_strong,753.5
1050,nylon,medicine,unrel_strong,688.6
50,swamp,medicine,unrel_weak,609.5
1050,swamp,medicine,unrel_weak,793.9
50,introduce,meet,strong,633.7
1050,introduce,meet,strong,596.7
50,greet,meet,weak,621.7
1050,greet,meet,weak,702.8
50,six,meet,unrel_strong,690.0
1050,six,meet,unrel_strong,608.5
50,doe,meet,unrel_weak,712.9
1050,doe,meet,unrel_weak,568.2
50,conference,meeting,strong,606.2
1050,conference,meeting,strong,642.3
50,gathering,meeting,weak,599.2
1050,gathering,meeting,weak,665.8
50,rum,meeting,unrel_strong,602.9
1050,rum,meeting,unrel_strong,792.4
50,refrigerator,meeting,unrel_weak,676.6
1050,refrigerator,meeting,unrel_weak,635.3
50,women,men,strong,605.6
1050,women,men,strong,655.9
50,marines,men,weak,626.0
1050,marines,men,weak,609.0
50,guitar,men,unrel_strong,612.0
1050,guitar,men,unrel_strong,618.6
50,subtract,men,unrel_weak,631.2
1050,subtract,men,unrel_weak,701.2
50,slob,messy,strong,698.0
1050,slob,messy,strong,643.9
50,careless,messy,weak,743.0
1050,careless,messy,weak,734.7
50,quantity,messy,unrel_strong,850.0
1050,quantity,messy,unrel_strong,662.9
50,today,messy,unrel_weak,765.8
1050,today,messy,unrel_weak,706.5
50,steel,metal,strong,695.9
1050,steel,metal,strong,713.7
50,grate,metal,weak,729.2
1050,grate,metal,weak,571.6
50,subtraction,metal,unrel_strong,658.6
1050,subtraction,metal,unrel_strong,635.8
50,clerk,metal,unrel_weak,647.6
1050,clerk,metal,unrel_weak,700.9
50,center,middle,strong,584.2
1050,center,middle,strong,662.0
50,core,middle,weak,679.5
1050,core,middle,weak,670.3
50,summer,middle,unrel_strong,682.5
1050,summer,middle,unrel_strong,739.1
50,harmony,middle,unrel_weak,626.0
1050,harmony,middle,unrel_weak,753.7
50,kilometer,mile,strong,605.9
1050,kilometer,mile,strong,660.9
50,yard,mile,weak,601.3
1050,yard,mile,weak,677.0
50,believe,mile,unrel_strong,722.0
1050,believe,mile,unrel_strong,655.1
50,scrap,mile,unrel_weak,740.6
1050,scrap,mile,unrel_weak,688.7
50,dairy,milk,strong,620.5
1050,dairy,milk,strong,636.7
50,cream,milk,weak,628.9
1050,cream,milk,weak,613.1
50,globe,milk,unrel_strong,636.1
1050,globe,milk,unrel_strong,665.8
50,powder,milk,unrel_weak,568.2
1050,powder,milk,unrel_weak,742.9
50,psychology,mind,strong,612.0
1050,psychology,mind,strong,598.5
50,creative,mind,weak,638.7
1050,creative,mind,weak,665.1
50,vacate,mind,unrel_strong,607.7
1050,vacate,mind,unrel_strong,736.2
50,unclear,mind,unrel_weak,650.2
1050,unclear,mind,unrel_weak,606.1
50,own,mine,strong,708.9
1050,own,mine,strong,833.3
50,belong,mine,weak,613.5
1050,belong,mine,weak,682.3
50,create,mine,unrel_strong,701.5
1050,create,mine,unrel_strong,888.0
50,channel,mine,unrel_weak,657.9
1050,channel,mine,unrel_weak,712.2
50,maximum,minimum,strong,737.2
1050,maximum,minimum,strong,760.7
50,wage,minimum,weak,831.0
1050,wage,minimum,weak,877.2
50,jaw,minimum,unrel_strong,803.0
1050,jaw,minimum,unrel_strong,818.6
50,fable,minimum,unrel_weak,887.8
1050,fable,minimum,unrel_weak,831.8
50,major,minor,strong,648.6
1050,major,minor,strong,695.5
50,asia,minor,weak,646.6
1050,asia,minor,weak,694.3
50,trail,minor,unrel_strong,767.9
1050,trail,minor,unrel_strong,726.0
50,diagram,minor,unrel_weak,729.0
1050,diagram,minor,unrel_weak,681.9
