isi,prime,target,condition,meanRT
50,symphony,code,unrel_weak,619.9
1050,symphony,code,unrel_weak,492.6
50,rum,coke,strong,537.6
1050,rum,coke,strong,515.9
50,can,coke,weak,556.2
1050,can,coke,weak,487.9
50,magic,coke,unrel_strong,538.8
1050,magic,coke,unrel_strong,496.5
50,pest,coke,unrel_weak,535.7
1050,pest,coke,unrel_weak,545.6
50,lapel,collar,strong,607.3
1050,lapel,collar,strong,517.8
50,neck,collar,weak,575.2
1050,neck,collar,weak,517.9
50,goal,collar,unrel_strong,518.1
1050,goal,collar,unrel_strong,554.1
50,curtains,collar,unrel_weak,548.0
1050,curtains,collar,unrel_weak,635.9
50,degree,college,strong,531.6
1050,degree,college,strong,483.6
50,application,college,weak,490.8
1050,application,college,weak,527.0
50,employee,college,unrel_strong,572.9
1050,employee,college,unrel_strong,502.9
50,orderly,college,unrel_weak,571.3
1050,orderly,college,unrel_weak,542.1
50,musk,cologne,strong,579.1
1050,musk,cologne,strong,496.9
50,fragrance,cologne,weak,706.1
1050,fragrance,cologne,weak,536.6
50,original,cologne,unrel_strong,717.9
1050,original,cologne,unrel_strong,630.2
50,uncommon,cologne,unrel_weak,661.2
1050,uncommon,cologne,unrel_weak,586.0
50,leave,come,strong,540.3
1050,leave,come,strong,506.6
50,arrive,come,weak,619.2
1050,arrive,come,weak,477.1
50,cautious,come,unrel_strong,568.4
1050,cautious,come,unrel_strong,539.4
50,expert,come,unrel_weak,521.0
1050,expert,come,unrel_weak,487.7
50,cozy,comfortable,strong,550.4
1050,cozy,comfortable,strong,567.7
50,casual,comfortable,weak,558.5
1050,casual,comfortable,weak,571.9
50,convince,comfortable,unrel_strong,521.5
1050,convince,comfortable,unrel_strong,512.4
50,praise,comfortable,unrel_weak,526.9
1050,praise,comfortable,unrel_weak,551.1
50,remark,comment,strong,562.4
1050,remark,comment,strong,524.6
50,insult,comment,weak,466.8
1050,insult,comment,weak,528.6
50,with,comment,unrel_strong,550.5
1050,with,comment,unrel_strong,579.0
50,scent,comment,unrel_weak,528.8
1050,scent,comment,unrel_weak,619.1
50,fascism,communism,strong,604.7
1050,fascism,communism,strong,633.9
50,democracy,communism,weak,627.9
1050,democracy,communism,weak,608.0
50,chicken,communism,unrel_strong,589.3
1050,chicken,communism,unrel_strong,741.7
50,respect,communism,unrel_weak,761.3
1050,respect,communism,unrel_weak,697.8
50,russia,communist,strong,576.5
1050,russia,communist,strong,614.3
50,dictator,communist,weak,605.8
1050,dictator,communist,weak,649.1
50,airplane,communist,unrel_strong,656.1
1050,airplane,communist,unrel_strong,659.0
50,energetic,communist,unrel_weak,684.1
1050,energetic,communist,unrel_weak,700.9
50,disc,compact,strong,655.2
1050,disc,compact,strong,584.0
50,dense,compact,weak,550.6
1050,dense,compact,weak,514.4
50,diploma,compact,unrel_strong,592.3
1050,diploma,compact,unrel_strong,610.1
50,criterion,compact,unrel_weak,562.4
1050,criterion,compact,unrel_weak,544.3
50,agency,company,strong,532.3
1050,agency,company,strong,529.5
50,publisher,company,weak,613.4
1050,publisher,company,weak,568.3
50,pliers,company,unrel_strong,518.0
1050,pliers,company,unrel_strong,526.7
50,amateur,company,unrel_weak,574.7
1050,amateur,company,unrel_weak,500.7
50,system,computer,strong,557.5
1050,system,computer,strong,743.4
50,enter,computer,weak,571.3
1050,enter,computer,weak,537.2
50,sunny,computer,unrel_strong,550.5
1050,sunny,computer,unrel_strong,596.5
50,her,computer,unrel_weak,629.8
1050,her,computer,unrel_weak,571.4
50,pro,con,strong,502.2
1050,pro,con,strong,536.6
50,persuade,con,weak,641.1
1050,persuade,con,weak,516.2
50,leak,con,unrel_strong,529.6
1050,leak,con,unrel_strong,534.6
50,casual,con,unrel_weak,557.3
1050,casual,con,unrel_weak,519.4
50,vain,conceited,strong,677.4
1050,vain,conceited,strong,620.5
50,attitude,conceited,weak,652.1
1050,attitude,conceited,weak,610.6
50,russia,conceited,unrel_strong,723.5
1050,russia,conceited,unrel_strong,671.1
50,remedy,conceited,unrel_weak,686.7
1050,remedy,conceited,unrel_weak,741.0
50,ticket,concert,strong,580.3
1050,ticket,concert,strong,532.9
50,stadium,concert,weak,575.3
1050,stadium,concert,weak,512.1
50,ditch,concert,unrel_strong,555.7
1050,ditch,concert,unrel_strong,653.0
50,stable,concert,unrel_weak,572.9
1050,stable,concert,unrel_weak,495.4
50,slab,concrete,strong,610.4
1050,slab,concrete,strong,522.7
50,cement,concrete,weak,527.9
1050,cement,concrete,weak,579.0
50,many,concrete,unrel_strong,536.5
1050,many,concrete,unrel_strong,564.5
50,twister,concrete,unrel_weak,540.5
1050,twister,concrete,unrel_weak,589.5
50,protection,condom,strong,641.1
1050,protection,condom,strong,519.8
50,lubricate,condom,weak,589.8
1050,lubricate,condom,weak,488.6
50,highlight,condom,unrel_strong,571.7
1050,highlight,condom,unrel_strong,512.1
50,engage,condom,unrel_weak,578.2
1050,engage,condom,unrel_weak,661.8
50,meeting,conference,strong,622.5
1050,meeting,conference,strong,598.2
50,press,conference,weak,612.1
1050,press,conference,weak,577.7
50,wallet,conference,unrel_strong,568.6
1050,wallet,conference,unrel_strong,555.9
50,insect,conference,unrel_weak,624.6
1050,insect,conference,unrel_weak,615.3
50,admit,confess,strong,563.1
1050,admit,confess,strong,609.2
50,testify,confess,weak,590.2
1050,testify,confess,weak,561.8
50,save,confess,unrel_strong,548.9
1050,save,confess,unrel_strong,585.1
50,nightgown,confess,unrel_weak,609.4
1050,nightgown,confess,unrel_weak,597.1
50,chaos,confusion,strong,689.2
1050,chaos,confusion,strong,601.2
50,mass,confusion,weak,580.4
1050,mass,confusion,weak,606.6
50,fluffy,confusion,unrel_strong,777.1
1050,fluffy,confusion,unrel_strong,567.3
50,remind,confusion,unrel_weak,629.2
1050,remind,confusion,unrel_weak,625.3
50,senate,congress,strong,597.7
1050,senate,congress,strong,576.8
50,committee,congress,weak,547.2
1050,committee,congress,weak,521.9
50,push,congress,unrel_strong,593.1
1050,push,congress,unrel_strong,572.6
50,fragrance,congress,unrel_weak,562.1
1050,fragrance,congress,unrel_weak,580.8
50,liberal,conservative,strong,605.6
1050,liberal,conservative,strong,618.2
50,republican,conservative,weak,646.2
1050,republican,conservative,weak,610.3
50,righteousness,conservative,unrel_strong,694.1
1050,righteousness,conservative,unrel_strong,689.7
50,trace,conservative,unrel_weak,867.3
1050,trace,conservative,unrel_weak,605.0
50,builder,construction,strong,596.4
1050,builder,construction,strong,623.9
50,crane,construction,weak,646.9
1050,crane,construction,weak,626.8
50,determine,construction,unrel_strong,567.8
1050,determine,construction,unrel_strong,614.0
50,thirsty,construction,unrel_weak,664.2
1050,thirsty,construction,unrel_weak,650.2
50,africa,continent,strong,601.3
1050,africa,continent,strong,560.7
50,nation,continent,weak,610.5
1050,nation,continent,weak,699.1
50,server,continent,unrel_strong,540.5
1050,server,continent,unrel_strong,578.2
50,predator,continent,unrel_weak,573.9
1050,predator,continent,unrel_weak,670.2
50,dominate,control,strong,621.8
1050,dominate,control,strong,554.0
50,pest,control,weak,603.1
1050,pest,control,weak,515.3
50,float,control,unrel_strong,567.2
1050,float,control,unrel_strong,553.5
50,mexico,control,unrel_weak,544.3
1050,mexico,control,unrel_weak,531.1
50,kitchen,cook,strong,512.6
1050,kitchen,cook,strong,526.5
50,gourmet,cook,weak,555.7
1050,gourmet,cook,weak,505.9
50,folly,cook,unrel_strong,490.6
1050,folly,cook,unrel_strong,520.9
50,numbers,cook,unrel_weak,477.1
1050,numbers,cook,unrel_weak,500.9
50,refreshing,cool,strong,575.8
1050,refreshing,cool,strong,547.4
50,awesome,cool,weak,526.2
1050,awesome,cool,weak,535.0
50,feed,cool,unrel_strong,564.4
1050,feed,cool,unrel_strong,466.2
50,precipice,cool,unrel_weak,546.1
1050,precipice,cool,unrel_weak,529.4
50,policeman,cop,strong,520.7
1050,policeman,cop,strong,503.3
50,badge,cop,weak,518.8
1050,badge,cop,weak,497.5
50,components,cop,unrel_strong,630.4
1050,components,cop,unrel_strong,524.1
50,warning,cop,unrel_weak,528.6
1050,warning,cop,unrel_weak,509.1
50,imitate,copy,strong,579.3
1050,imitate,copy,strong,487.7
50,printer,copy,weak,483.3
1050,printer,copy,weak,536.4
50,regular,copy,unrel_strong,520.0
1050,regular,copy,unrel_strong,484.7
50,raccoon,copy,unrel_weak,531.3
1050,raccoon,copy,unrel_weak,565.6
50,reef,coral,strong,649.5
1050,reef,coral,strong,474.8
50,cape,coral,weak,582.1
1050,cape,coral,weak,570.6
50,snob,coral,unrel_strong,658.4
1050,snob,coral,unrel_strong,535.5
50,measure,coral,unrel_weak,506.5
1050,measure,coral,unrel_weak,576.9
50,flake,corn,strong,548.1
1050,flake,corn,strong,616.2
50,field,corn,weak,536.3
1050,field,corn,weak,583.0
50,demi,corn,unrel_strong,496.6
1050,demi,corn,unrel_strong,565.4
50,gourmet,corn,unrel_weak,548.1
1050,gourmet,corn,unrel_weak,534.6
50,polyester,cotton,strong,589.9
1050,polyester,cotton,strong,495.5
50,soft,cotton,weak,551.6
1050,soft,cotton,weak,494.1
50,favorite,cotton,unrel_strong,483.3
1050,favorite,cotton,unrel_strong,515.1
50,checkers,cotton,unrel_weak,523.1
1050,checkers,cotton,unrel_weak,524.2
50,cushion,couch,strong,523.2
1050,cushion,couch,strong,574.6
50,comfortable,couch,weak,510.2
1050,comfortable,couch,weak,510.4
50,quest,couch,unrel_strong,518.5
1050,quest,couch,unrel_strong,596.4
50,possess,couch,unrel_weak,588.1
1050,possess,couch,unrel_weak,535.2
50,republic,country,strong,591.7
1050,republic,country,strong,551.8
50,map,country,weak,492.0
1050,map,country,weak,557.0
50,product,country,unrel_strong,536.9
1050,product,country,unrel_strong,535.8
50,vegetables,country,unrel_weak,623.5
1050,vegetables,country,unrel_weak,473.1
50,obstacle,course,strong,582.4
1050,obstacle,course,strong,600.6
50,objective,course,weak,601.0
1050,objective,course,weak,556.0
50,strip,course,unrel_strong,572.2
1050,strip,course,unrel_strong,653.6
50,solo,course,unrel_weak,574.3
1050,solo,course,unrel_weak,555.7
50,lid,cover,strong,502.9
1050,lid,cover,strong,532.6
50,top,cover,weak,552.1
1050,top,cover,weak,499.8
50,congress,cover,unrel_strong,515.9
1050,congress,cover,unrel_strong,494.9
50,cold,cover,unrel_weak,582.4
1050,cold,cover,unrel_weak,525.4
50,beef,cow,strong,492.7
1050,beef,cow,strong,510.7
50,haystack,cow,weak,534.6
1050,haystack,cow,weak,507.8
50,law,cow,unrel_strong,495.3
1050,law,cow,unrel_strong,533.8
50,shrimp,cow,unrel_weak,586.8
1050,shrimp,cow,unrel_weak,537.3
50,cowgirl,cowboy,strong,578.1
1050,cowgirl,cowboy,strong,483.0
50,rider,cowboy,weak,538.0
1050,rider,cowboy,weak,533.6
50,grocery,cowboy,unrel_strong,551.0
1050,grocery,cowboy,unrel_strong,595.9
50,medicine,cowboy,unrel_weak,518.2
1050,medicine,cowboy,unrel_weak,525.2
50,lobster,crab,strong,551.6
1050,lobster,crab,strong,519.8
50,seafood,crab,weak,534.5
1050,seafood,crab,weak,524.3
50,parking,crab,unrel_strong,572.5
1050,parking,crab,unrel_strong,526.9
50,atomic,crab,unrel_weak,573.8
1050,atomic,crab,unrel_weak,467.2
50,crevice,crack,strong,558.9
1050,crevice,crack,strong,530.1
50,walnut,crack,weak,544.8
1050,walnut,crack,weak,576.9
50,twig,crack,unrel_strong,516.7
1050,twig,crack,unrel_strong,598.9
50,annoy,crack,unrel_weak,537.0
1050,annoy,crack,unrel_weak,525.9
50,saltine,cracker,strong,541.0
1050,saltine,cracker,strong,536.7
50,nut,cracker,weak,531.0
1050,nut,cracker,weak,528.1
50,seashore,cracker,unrel_strong,551.2
1050,seashore,cracker,unrel_strong,547.3
50,tomorrow,cracker,unrel_weak,562.8
1050,tomorrow,cracker,unrel_weak,523.5
50,arts,crafts,strong,579.6
1050,arts,crafts,strong,515.0
50,ceramics,crafts,weak,619.9
1050,ceramics,crafts,weak,523.7
50,shield,crafts,unrel_strong,607.0
1050,shield,crafts,unrel_strong,568.7
50,felt,crafts,unrel_weak,567.7
1050,felt,crafts,unrel_weak,608.9
50,impact,crash,strong,502.5
1050,impact,crash,strong,537.6
50,plane,crash,weak,539.7
1050,plane,crash,weak,516.0
50,must,crash,unrel_strong,529.4
1050,must,crash,unrel_strong,525.9
50,heel,crash,unrel_weak,526.5
1050,heel,crash,unrel_weak,571.7
50,nuts,crazy,strong,598.6
1050,nuts,crazy,strong,492.9
50,silly,crazy,weak,539.9
1050,silly,crazy,weak,614.9
50,ahoy,crazy,unrel_strong,647.8
1050,ahoy,crazy,unrel_strong,496.4
50,victor,crazy,unrel_weak,525.9
1050,victor,crazy,unrel_weak,569.7
50,inventor,creator,strong,530.4
1050,inventor,creator,strong,719.7
50,god,creator,weak,632.4
1050,god,creator,weak,579.5
50,mop,creator,unrel_strong,525.1
1050,mop,creator,unrel_strong,564.8
50,fireplace,creator,unrel_weak,559.3
1050,fireplace,creator,unrel_weak,633.7
50,rape,crime,strong,564.5
1050,rape,crime,strong,545.6
50,fraud,crime,weak,533.5
1050,fraud,crime,weak,501.5
50,independent,crime,unrel_strong,532.0
1050,independent,crime,unrel_strong,576.0
50,revenge,crime,unrel_weak,573.1
1050,revenge,crime,unrel_weak,565.5
50,fugitive,criminal,strong,563.7
1050,fugitive,criminal,strong,553.3
50,handcuffs,criminal,weak,582.4
1050,handcuffs,criminal,weak,543.0
50,tupperware,criminal,unrel_strong,590.0
1050,tupperware,criminal,unrel_strong,604.7
50,sliver,criminal,unrel_weak,567.2
1050,sliver,criminal,unrel_weak,621.1
50,uneven,crooked,strong,620.9
1050,uneven,crooked,strong,532.4
50,bent,crooked,weak,626.7
1050,bent,crooked,weak,597.7
50,precious,crooked,unrel_strong,594.7
1050,precious,crooked,unrel_strong,566.2
50,appeal,crooked,unrel_weak,633.9
1050,appeal,crooked,unrel_weak,601.4
50,harvest,crops,strong,524.8
1050,harvest,crops,strong,501.6
50,farmer,crops,weak,546.6
1050,farmer,crops,weak,630.4
50,moonlight,crops,unrel_strong,562.9
1050,moonlight,crops,unrel_strong,543.9
50,without,crops,unrel_weak,581.2
1050,without,crops,unrel_weak,564.8
50,mob,crowd,strong,544.3
1050,mob,crowd,strong,550.5
50,riot,crowd,weak,527.0
1050,riot,crowd,weak,499.2
50,frosted,crowd,unrel_strong,624.1
1050,frosted,crowd,unrel_strong,527.8
50,fingers,crowd,unrel_weak,548.8
1050,fingers,crowd,unrel_weak,553.0
50,crisp,crunchy,strong,626.8
1050,crisp,crunchy,strong,581.8
50,leaves,crunchy,weak,580.4
1050,leaves,crunchy,weak,548.8
50,false,crunchy,unrel_strong,545.5
1050,false,crunchy,unrel_strong,582.7
50,lawn,crunchy,unrel_weak,515.4
1050,lawn,crunchy,unrel_weak,606.4
50,laugh,cry,strong,548.0
1050,laugh,cry,strong,514.4
50,spank,cry,weak,537.2
1050,spank,cry,weak,516.9
50,prank,cry,unrel_strong,521.4
1050,prank,cry,unrel_strong,567.1
50,attach,cry,unrel_weak,544.0
1050,attach,cry,unrel_weak,613.6
50,snuggle,cuddle,strong,512.8
1050,snuggle,cuddle,strong,528.4
50,cradle,cuddle,weak,556.9
1050,cradle,cuddle,weak,525.9
50,ritual,cuddle,unrel_strong,613.5
1050,ritual,cuddle,unrel_strong,551.4
50,crystal,cuddle,unrel_weak,557.8
1050,crystal,cuddle,unrel_weak,509.2
50,saucer,cup,strong,541.9
1050,saucer,cup,strong,458.7
50,cone,cup,weak,517.4
1050,cone,cup,weak,485.2
50,out,cup,unrel_strong,511.5
1050,out,cup,unrel_strong,458.0
50,strain,cup,unrel_weak,501.1
1050,strain,cup,unrel_weak,495.9
50,antidote,cure,strong,553.4
1050,antidote,cure,strong,535.1
50,disease,cure,weak,491.5
1050,disease,cure,weak,496.7
50,venus,cure,unrel_strong,527.6
1050,venus,cure,unrel_strong,517.8
50,enter,cure,unrel_weak,557.6
1050,enter,cure,unrel_weak,530.1
50,drapes,curtains,strong,578.3
1050,drapes,curtains,strong,558.4
50,blinds,curtains,weak,629.2
1050,blinds,curtains,weak,541.9
50,ash,curtains,unrel_strong,551.4
1050,ash,curtains,unrel_strong,626.6
50,dilemma,curtains,unrel_weak,558.0
1050,dilemma,curtains,unrel_weak,564.5
50,adorable,cute,strong,517.3
1050,adorable,cute,strong,503.0
50,kitten,cute,weak,553.4
1050,kitten,cute,weak,501.1
50,sling,cute,unrel_strong,517.8
1050,sling,cute,unrel_strong,516.7
50,elephant,cute,unrel_weak,575.7
1050,elephant,cute,unrel_weak,506.9
50,mummy,dad,strong,518.4
1050,mummy,dad,strong,526.3
50,son,dad,weak,482.0
1050,son,dad,weak,518.9
50,synopsis,dad,unrel_strong,516.4
1050,synopsis,dad,unrel_strong,531.7
50,not,dad,unrel_weak,562.4
1050,not,dad,unrel_weak,524.1
50,cloak,dagger,strong,548.5
1050,cloak,dagger,strong,542.7
50,digger,dagger,weak,576.0
1050,digger,dagger,weak,508.5
50,quiz,dagger,unrel_strong,543.8
1050,quiz,dagger,unrel_strong,559.1
50,due,dagger,unrel_weak,579.4
1050,due,dagger,unrel_weak,668.5
50,beaver,dam,strong,552.1
1050,beaver,dam,strong,559.5
50,flood,dam,weak,520.2
1050,flood,dam,weak,520.4
50,antidote,dam,unrel_strong,568.3
1050,antidote,dam,unrel_strong,477.9
50,hours,dam,unrel_weak,582.5
1050,hours,dam,unrel_weak,597.8
50,ballet,dance,strong,537.7
1050,ballet,dance,strong,518.7
50,music,dance,weak,505.5
1050,music,dance,weak,478.8
50,merit,dance,unrel_strong,503.2
1050,merit,dance,unrel_strong,559.3
50,cord,dance,unrel_weak,480.5
1050,cord,dance,unrel_weak,518.2
50,singer,dancer,strong,574.7
1050,singer,dancer,strong,510.2
50,acrobat,dancer,weak,516.4
1050,acrobat,dancer,weak,484.2
50,scared,dancer,unrel_strong,601.2
1050,scared,dancer,unrel_strong,577.5
50,kettle,dancer,unrel_weak,600.9
1050,kettle,dancer,unrel_weak,488.3
50,caution,danger,strong,543.9
1050,caution,danger,strong,486.5
50,motorcycle,danger,weak,576.5
1050,motorcycle,danger,weak,577.6
50,originate,danger,unrel_strong,561.9
1050,originate,danger,unrel_strong,561.8
50,stand,danger,unrel_weak,502.5
1050,stand,danger,unrel_weak,484.8
50,harmful,dangerous,strong,532.3
1050,harmful,dangerous,strong,564.7
50,critical,dangerous,weak,529.3
1050,critical,dangerous,weak,568.1
50,rag,dangerous,unrel_strong,527.1
1050,rag,dangerous,unrel_strong,578.4
50,sailing,dangerous,unrel_weak,565.0
1050,sailing,dangerous,unrel_weak,498.4
50,adventurous,daring,strong,532.1
1050,adventurous,daring,strong,542.0
50,bold,daring,weak,668.5
1050,bold,daring,weak,572.0
50,puberty,daring,unrel_strong,584.5
1050,puberty,daring,unrel_strong,581.1
50,spin,daring,unrel_weak,572.0
1050,spin,daring,unrel_weak,692.9
50,information,data,strong,544.9
1050,information,data,strong,577.5
50,analysis,data,weak,642.2
1050,analysis,data,weak,575.8
50,practice,data,unrel_strong,554.4
1050,practice,data,unrel_strong,529.5
50,grove,data,unrel_weak,565.4
1050,grove,data,unrel_weak,547.2
50,calendar,date,strong,552.5
1050,calendar,date,strong,488.9
50,couple,date,weak,542.6
1050,couple,date,weak,492.9
50,lend,date,unrel_strong,578.9
1050,lend,date,unrel_strong,481.8
50,income,date,unrel_weak,546.2
1050,income,date,unrel_weak,545.3
50,night,day,strong,498.9
1050,night,day,strong,457.9
50,month,day,weak,511.6
1050,month,day,weak,497.4
50,jobless,day,unrel_strong,567.2
1050,jobless,day,unrel_strong,508.3
50,irritate,day,unrel_weak,554.0
1050,irritate,day,unrel_weak,556.3
50,glory,days,strong,502.8
1050,glory,days,strong,576.3
50,times,days,weak,529.6
1050,times,days,weak,496.5
50,hostess,days,unrel_strong,523.1
1050,hostess,days,unrel_strong,484.6
50,statistics,days,unrel_weak,548.8
1050,statistics,days,unrel_weak,518.2
50,corpse,dead,strong,455.4
1050,corpse,dead,strong,484.4
50,healthy,dead,weak,517.7
1050,healthy,dead,weak,482.6
50,flip,dead,unrel_strong,583.4
1050,flip,dead,unrel_strong,520.5
50,mineral,dead,unrel_weak,515.0
1050,mineral,dead,unrel_weak,531.0
50,mute,deaf,strong,500.0
1050,mute,deaf,strong,482.9
50,dumb,deaf,weak,542.5
1050,dumb,deaf,weak,583.3
50,observe,deaf,unrel_strong,580.5
1050,observe,deaf,unrel_strong,551.3
50,nerves,deaf,unrel_weak,540.4
1050,nerves,deaf,unrel_weak,523.5
50,burial,death,strong,523.6
1050,burial,death,strong,509.3
50,coffin,death,weak,561.9
1050,coffin,death,weak,525.4
50,halt,death,unrel_strong,627.1
1050,halt,death,unrel_strong,529.0
50,department,death,unrel_weak,524.4
1050,department,death,unrel_weak,503.3
50,deteriorate,decay,strong,638.7
1050,deteriorate,decay,strong,602.8
50,decompose,decay,weak,525.8
1050,decompose,decay,weak,558.3
50,policy,decay,unrel_strong,590.9
1050,policy,decay,unrel_strong,625.8
50,fairytale,decay,unrel_weak,626.8
1050,fairytale,decay,unrel_weak,555.7
50,determine,decide,strong,551.2
1050,determine,decide,strong,550.8
50,decision,decide,weak,555.9
1050,decision,decide,weak,573.2
50,saucer,decide,unrel_strong,520.8
1050,saucer,decide,unrel_strong,541.8
50,coffin,decide,unrel_weak,564.7
1050,coffin,decide,unrel_weak,545.4
50,choice,decision,strong,569.5
1050,choice,decision,strong,563.2
50,dilemma,decision,weak,647.0
1050,dilemma,decision,weak,530.8
50,credit,decision,unrel_strong,602.3
1050,credit,decision,unrel_strong,599.9
50,period,decision,unrel_weak,636.6
1050,period,decision,unrel_weak,540.9
50,shallow,deep,strong,521.9
1050,shallow,deep,strong,517.7
50,breath,deep,weak,544.0
1050,breath,deep,weak,560.5
50,vain,deep,unrel_strong,529.0
1050,vain,deep,unrel_strong,499.1
50,tired,deep,unrel_weak,576.7
1050,tired,deep,unrel_weak,547.5
50,antlers,deer,strong,552.2
1050,antlers,deer,strong,545.0
50,moose,deer,weak,557.7
1050,moose,deer,weak,517.8
50,alter,deer,unrel_strong,497.6
1050,alter,deer,unrel_strong,608.9
50,tradition,deer,unrel_weak,559.7
1050,tradition,deer,unrel_weak,582.3
50,conquer,defeat,strong,511.3
1050,conquer,defeat,strong,534.8
50,lose,defeat,weak,733.8
1050,lose,defeat,weak,576.4
50,ballet,defeat,unrel_strong,607.0
1050,ballet,defeat,unrel_strong,657.8
50,slug,defeat,unrel_weak,589.4
1050,slug,defeat,unrel_weak,555.7
50,offense,defense,strong,564.7
1050,offense,defense,strong,568.1
50,tackle,defense,weak,580.2
1050,tackle,defense,weak,566.9
50,motion,defense,unrel_strong,524.0
1050,motion,defense,unrel_strong,616.1
50,pluto,defense,unrel_weak,509.7
1050,pluto,defense,unrel_weak,569.4
50,meaning,definition,strong,584.8
1050,meaning,definition,strong,572.5
50,term,definition,weak,565.0
1050,term,definition,weak,574.9
50,seasoning,definition,unrel_strong,553.5
1050,seasoning,definition,unrel_strong,508.3
50,drug,definition,unrel_weak,552.8
1050,drug,definition,unrel_weak,539.1
50,reliable,dependable,strong,548.7
1050,reliable,dependable,strong,559.1
50,responsible,dependable,weak,630.4
1050,responsible,dependable,weak,630.2
50,community,dependable,unrel_strong,642.6
1050,community,dependable,unrel_strong,591.6
50,victim,dependable,unrel_weak,537.5
1050,victim,dependable,unrel_weak,687.5
50,independent,dependent,strong,656.5
1050,independent,dependent,strong,513.8
50,addict,dependent,weak,667.5
1050,addict,dependent,weak,605.7
50,roar,dependent,unrel_strong,534.5
1050,roar,dependent,unrel_strong,582.0
50,gull,dependent,unrel_weak,591.2
1050,gull,dependent,unrel_weak,527.2
50,ascend,descend,strong,593.5
1050,ascend,descend,strong,641.8
50,down,descend,weak,543.1
1050,down,descend,weak,613.2
50,eggs,descend,unrel_strong,654.3
1050,eggs,descend,unrel_strong,529.3
50,university,descend,unrel_weak,599.6
1050,university,descend,unrel_weak,592.5
50,mirage,desert,strong,754.7
1050,mirage,desert,strong,688.6
50,caravan,desert,weak,676.0
1050,caravan,desert,weak,613.2
50,harmful,desert,unrel_strong,778.4
1050,harmful,desert,unrel_strong,599.0
50,fond,desert,unrel_weak,585.0
1050,fond,desert,unrel_weak,698.0
50,office,desk,strong,530.3
1050,office,desk,strong,553.5
50,shelf,desk,weak,534.2
1050,shelf,desk,weak,513.5
50,suite,desk,unrel_strong,462.1
1050,suite,desk,unrel_strong,478.5
50,evict,desk,unrel_weak,515.3
1050,evict,desk,unrel_weak,520.3
50,annihilate,destroy,strong,580.1
1050,annihilate,destroy,strong,476.8
50,construct,destroy,weak,520.3
1050,construct,destroy,weak,561.6
50,summit,destroy,unrel_strong,548.8
1050,summit,destroy,unrel_strong,599.9
50,dandelion,destroy,unrel_weak,564.8
1050,dandelion,destroy,unrel_weak,519.5
50,elimination,destruction,strong,548.1
1050,elimination,destruction,strong,584.5
50,damage,destruction,weak,563.0
1050,damage,destruction,weak,550.9
50,gal,destruction,unrel_strong,623.0
1050,gal,destruction,unrel_strong,564.5
50,complete,destruction,unrel_weak,559.4
1050,complete,destruction,unrel_weak,604.4
50,demon,devil,strong,536.0
1050,demon,devil,strong,492.1
50,hell,devil,weak,613.2
1050,hell,devil,weak,498.5
50,hill,devil,unrel_strong,527.6
1050,hill,devil,unrel_strong,527.4
50,almanac,devil,unrel_weak,529.8
1050,almanac,devil,unrel_weak,481.1
50,journal,diary,strong,545.9
1050,journal,diary,strong,526.6
50,personal,diary,weak,514.5
1050,personal,diary,weak,524.5
50,breed,diary,unrel_strong,572.2
1050,breed,diary,unrel_strong,542.9
50,roof,diary,unrel_weak,552.1
1050,roof,diary,unrel_weak,554.8
50,define,dictionary,strong,539.8
1050,define,dictionary,strong,540.9
50,anisette,dictionary,weak,569.5
1050,anisette,dictionary,weak,595.6
50,fork,dictionary,unrel_strong,584.4
1050,fork,dictionary,unrel_strong,533.1
50,factor,dictionary,unrel_weak,583.0
1050,factor,dictionary,unrel_weak,629.8
50,suffocate,die,strong,521.3
1050,suffocate,die,strong,476.6
50,grave,die,weak,479.6
1050,grave,die,weak,516.8
50,journey,die,unrel_strong,506.4
1050,journey,die,unrel_strong,576.8
50,veal,die,unrel_weak,507.7
1050,veal,die,unrel_weak,486.0
50,change,different,strong,490.2
1050,change,different,strong,481.0
50,awkward,different,weak,552.3
1050,awkward,different,weak,528.7
50,hue,different,unrel_strong,574.8
1050,hue,different,unrel_strong,523.6
50,dart,different,unrel_weak,536.6
1050,dart,different,unrel_weak,513.2
50,pickles,dill,strong,529.9
1050,pickles,dill,strong,493.3
50,pickle,dill,weak,542.5
1050,pickle,dill,weak,540.4
50,cane,dill,unrel_strong,560.4
1050,cane,dill,unrel_strong,601.1
50,wood,dill,unrel_weak,591.6
1050,wood,dill,unrel_weak,560.9
50,quarter,dime,strong,509.2
1050,quarter,dime,strong,497.9
50,penny,dime,weak,495.4
1050,penny,dime,weak,468.0
50,blur,dime,unrel_strong,481.8
1050,blur,dime,unrel_strong,630.9
50,spots,dime,unrel_weak,521.6
1050,spots,dime,unrel_weak,465.2
50,lunch,dinner,strong,476.5
1050,lunch,dinner,strong,526.4
50,cafe,dinner,weak,546.5
1050,cafe,dinner,weak,532.6
50,hide,dinner,unrel_strong,534.4
1050,hide,dinner,unrel_strong,549.8
50,join,dinner,unrel_weak,522.9
1050,join,dinner,unrel_weak,556.9
50,fossil,dinosaur,strong,556.1
1050,fossil,dinosaur,strong,507.0
50,creature,dinosaur,weak,564.3
1050,creature,dinosaur,weak,567.6
50,clorox,dinosaur,unrel_strong,580.8
1050,clorox,dinosaur,unrel_strong,521.1
50,poor,dinosaur,unrel_weak,544.1
